기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산,라운드
NVIDIA,NVDA,2018Q3,2018-10-28,분기말 지배지분 자본,9475000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000150/,,1
NVIDIA,NVDA,2018Q3,2018-10-26,분기말 종가,198.29,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2018-10-26),분할조정 종가 4.9573 × 이후 분할계수 40,1
NVIDIA,NVDA,2018Q3,2018-11-09,분기말 상장주식수,610000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581018000150/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2018Q3,2018-10-26,분기말 시가총액,120956900000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2018-10-26) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581018000150/,종가 198.29 × 주식수 610000000,1
NVIDIA,NVDA,2018Q4,2019-01-27,분기별 매출액,2205000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581018000150/,연간 11716000000 − 9개월누적 9511000000 (RevenueFromContractWithCustomerExcludingAssessedTax / 9개월 Revenues),1
NVIDIA,NVDA,2018Q4,2019-01-27,분기별 영업이익,294000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581018000150/,연간 3804000000 − 9개월누적 3510000000 (OperatingIncomeLoss),1
NVIDIA,NVDA,2018Q4,2019-01-27,분기별 당기순이익(지배),566000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581018000150/,연간 4141000000 − 9개월누적 3575000000 (NetIncomeLoss),1
NVIDIA,NVDA,2018Q4,2019-01-27,분기별 영업활동현금흐름,898000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581018000150/,누적 3743000000 − 직전누적 2845000000 (시작 2018-01-29),1
NVIDIA,NVDA,2018Q4,2019-01-27,분기말 자산총계,13292000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/,,1
NVIDIA,NVDA,2018Q4,2019-01-27,분기말 부채총계,3950000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/,,1
NVIDIA,NVDA,2018Q4,2019-01-27,분기말 총자본(자기자본),9342000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2018Q4,2019-01-27,분기말 지배지분 자본,9342000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/,,1
NVIDIA,NVDA,2018Q4,2019-01-25,분기말 종가,160.15,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2019-01-25),분할조정 종가 4.0037 × 이후 분할계수 40,1
NVIDIA,NVDA,2018Q4,2019-02-15,분기말 상장주식수,606000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2018Q4,2019-01-25,분기말 시가총액,97050900000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2019-01-25) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/,종가 160.15 × 주식수 606000000,1
NVIDIA,NVDA,2019Q1,2019-04-28,분기별 매출액,2220000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,,1
NVIDIA,NVDA,2019Q1,2019-04-28,분기별 영업이익,358000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,,1
NVIDIA,NVDA,2019Q1,2019-04-28,분기별 당기순이익(지배),394000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,,1
NVIDIA,NVDA,2019Q1,2019-04-28,분기별 영업활동현금흐름,720000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,,1
NVIDIA,NVDA,2019Q1,2019-04-28,분기말 자산총계,14021000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,,1
NVIDIA,NVDA,2019Q1,2019-04-28,분기말 부채총계,4317000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,,1
NVIDIA,NVDA,2019Q1,2019-04-28,분기말 총자본(자기자본),9704000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2019Q1,2019-04-28,분기말 지배지분 자본,9704000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,,1
NVIDIA,NVDA,2019Q1,2019-04-26,분기말 종가,178.09,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2019-04-26),분할조정 종가 4.4523 × 이후 분할계수 40,1
NVIDIA,NVDA,2019Q1,2019-05-10,분기말 상장주식수,609000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2019Q1,2019-04-26,분기말 시가총액,108456810000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2019-04-26) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,종가 178.09 × 주식수 609000000,1
NVIDIA,NVDA,2019Q2,2019-07-28,분기별 매출액,2579000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,,1
NVIDIA,NVDA,2019Q2,2019-07-28,분기별 영업이익,571000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,,1
NVIDIA,NVDA,2019Q2,2019-07-28,분기별 당기순이익(지배),552000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,,1
NVIDIA,NVDA,2019Q2,2019-07-28,분기별 영업활동현금흐름,936000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/,누적 1656000000 − 직전누적 720000000 (시작 2019-01-28),1
NVIDIA,NVDA,2019Q2,2019-07-28,분기말 자산총계,14775000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,,1
NVIDIA,NVDA,2019Q2,2019-07-28,분기말 부채총계,4439000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,,1
NVIDIA,NVDA,2019Q2,2019-07-28,분기말 총자본(자기자본),10336000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2019Q2,2019-07-28,분기말 지배지분 자본,10336000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,,1
NVIDIA,NVDA,2019Q2,2019-07-26,분기말 종가,175.07,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2019-07-26),분할조정 종가 4.3767 × 이후 분할계수 40,1
NVIDIA,NVDA,2019Q2,2019-08-09,분기말 상장주식수,609000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2019Q2,2019-07-26,분기말 시가총액,106617630000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2019-07-26) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,종가 175.07 × 주식수 609000000,1
NVIDIA,NVDA,2019Q3,2019-10-27,분기별 매출액,3014000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,,1
NVIDIA,NVDA,2019Q3,2019-10-27,분기별 영업이익,927000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,,1
NVIDIA,NVDA,2019Q3,2019-10-27,분기별 당기순이익(지배),899000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,,1
NVIDIA,NVDA,2019Q3,2019-10-27,분기별 영업활동현금흐름,1640000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/,누적 3296000000 − 직전누적 1656000000 (시작 2019-01-28),1
NVIDIA,NVDA,2019Q3,2019-10-27,분기말 자산총계,15810000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,,1
NVIDIA,NVDA,2019Q3,2019-10-27,분기말 부채총계,4596000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,,1
NVIDIA,NVDA,2019Q3,2019-10-27,분기말 총자본(자기자본),11214000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2019Q3,2019-10-27,분기말 지배지분 자본,11214000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,,1
NVIDIA,NVDA,2019Q3,2019-10-25,분기말 종가,204.54,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2019-10-25),분할조정 종가 5.1135 × 이후 분할계수 40,1
NVIDIA,NVDA,2019Q3,2019-11-08,분기말 상장주식수,612000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2019Q3,2019-10-25,분기말 시가총액,125178480000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2019-10-25) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,종가 204.54 × 주식수 612000000,1
NVIDIA,NVDA,2019Q4,2020-01-26,분기별 매출액,3105000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,연간 10918000000 − 9개월누적 7813000000 (RevenueFromContractWithCustomerExcludingAssessedTax / 9개월 Revenues),1
NVIDIA,NVDA,2019Q4,2020-01-26,분기별 영업이익,990000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,연간 2846000000 − 9개월누적 1856000000 (OperatingIncomeLoss),1
NVIDIA,NVDA,2019Q4,2020-01-26,분기별 당기순이익(지배),951000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,연간 2796000000 − 9개월누적 1845000000 (NetIncomeLoss),1
NVIDIA,NVDA,2019Q4,2020-01-26,분기별 영업활동현금흐름,1465000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/,누적 4761000000 − 직전누적 3296000000 (시작 2019-01-28),1
NVIDIA,NVDA,2019Q4,2020-01-26,분기말 자산총계,17315000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/,,1
NVIDIA,NVDA,2019Q4,2020-01-26,분기말 부채총계,5111000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/,,1
NVIDIA,NVDA,2019Q4,2020-01-26,분기말 총자본(자기자본),12204000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2019Q4,2020-01-26,분기말 지배지분 자본,12204000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/,,1
NVIDIA,NVDA,2019Q4,2020-01-24,분기말 종가,250.48,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2020-01-24),분할조정 종가 6.262 × 이후 분할계수 40,1
NVIDIA,NVDA,2019Q4,2020-02-14,분기말 상장주식수,612000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2019Q4,2020-01-24,분기말 시가총액,153293760000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2020-01-24) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/,종가 250.48 × 주식수 612000000,1
NVIDIA,NVDA,2020Q1,2020-04-26,분기별 매출액,3080000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,,1
NVIDIA,NVDA,2020Q1,2020-04-26,분기별 영업이익,976000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,,1
NVIDIA,NVDA,2020Q1,2020-04-26,분기별 당기순이익(지배),917000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,,1
NVIDIA,NVDA,2020Q1,2020-04-26,분기별 영업활동현금흐름,909000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,,1
NVIDIA,NVDA,2020Q1,2020-04-26,분기말 자산총계,23254000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,,1
NVIDIA,NVDA,2020Q1,2020-04-26,분기말 부채총계,10155000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,,1
NVIDIA,NVDA,2020Q1,2020-04-26,분기말 총자본(자기자본),13099000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2020Q1,2020-04-26,분기말 지배지분 자본,13099000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,,1
NVIDIA,NVDA,2020Q1,2020-04-24,분기말 종가,289.59,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2020-04-24),분할조정 종가 7.2397 × 이후 분할계수 40,1
NVIDIA,NVDA,2020Q1,2020-05-15,분기말 상장주식수,615000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2020Q1,2020-04-24,분기말 시가총액,178097850000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2020-04-24) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,종가 289.59 × 주식수 615000000,1
NVIDIA,NVDA,2020Q2,2020-07-26,분기별 매출액,3866000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,,1
NVIDIA,NVDA,2020Q2,2020-07-26,분기별 영업이익,651000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,,1
NVIDIA,NVDA,2020Q2,2020-07-26,분기별 당기순이익(지배),622000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,,1
NVIDIA,NVDA,2020Q2,2020-07-26,분기별 영업활동현금흐름,1567000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/,누적 2476000000 − 직전누적 909000000 (시작 2020-01-27),1
NVIDIA,NVDA,2020Q2,2020-07-26,분기말 자산총계,25180000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,,1
NVIDIA,NVDA,2020Q2,2020-07-26,분기말 부채총계,11266000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,,1
NVIDIA,NVDA,2020Q2,2020-07-26,분기말 총자본(자기자본),13914000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2020Q2,2020-07-26,분기말 지배지분 자본,13914000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,,1
NVIDIA,NVDA,2020Q2,2020-07-24,분기말 종가,407.78,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2020-07-24),분할조정 종가 10.1945 × 이후 분할계수 40,1
NVIDIA,NVDA,2020Q2,2020-08-14,분기말 상장주식수,617000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2020Q2,2020-07-24,분기말 시가총액,251600260000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2020-07-24) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,종가 407.78 × 주식수 617000000,1
NVIDIA,NVDA,2020Q3,2020-10-25,분기별 매출액,4726000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,,1
NVIDIA,NVDA,2020Q3,2020-10-25,분기별 영업이익,1398000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,,1
NVIDIA,NVDA,2020Q3,2020-10-25,분기별 당기순이익(지배),1336000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,,1
NVIDIA,NVDA,2020Q3,2020-10-25,분기별 영업활동현금흐름,1279000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/,누적 3755000000 − 직전누적 2476000000 (시작 2020-01-27),1
NVIDIA,NVDA,2020Q3,2020-10-25,분기말 자산총계,26881000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,,1
NVIDIA,NVDA,2020Q3,2020-10-25,분기말 부채총계,11547000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,,1
NVIDIA,NVDA,2020Q3,2020-10-25,분기말 총자본(자기자본),15334000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2020Q3,2020-10-25,분기말 지배지분 자본,15334000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,,1
NVIDIA,NVDA,2020Q3,2020-10-23,분기말 종가,543.61,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2020-10-23),분할조정 종가 13.5903 × 이후 분할계수 40,1
NVIDIA,NVDA,2020Q3,2020-11-13,분기말 상장주식수,619000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2020Q3,2020-10-23,분기말 시가총액,336494590000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2020-10-23) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,종가 543.61 × 주식수 619000000,1
NVIDIA,NVDA,2020Q4,2021-01-31,분기별 매출액,5003000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,연간 16675000000 − 9개월누적 11672000000 (RevenueFromContractWithCustomerExcludingAssessedTax / 9개월 Revenues),1
NVIDIA,NVDA,2020Q4,2021-01-31,분기별 영업이익,1507000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,연간 4532000000 − 9개월누적 3025000000 (OperatingIncomeLoss),1
NVIDIA,NVDA,2020Q4,2021-01-31,분기별 당기순이익(지배),1457000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,연간 4332000000 − 9개월누적 2875000000 (NetIncomeLoss),1
NVIDIA,NVDA,2020Q4,2021-01-31,분기별 영업활동현금흐름,2067000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/,누적 5822000000 − 직전누적 3755000000 (시작 2020-01-27),1
NVIDIA,NVDA,2020Q4,2021-01-31,분기말 자산총계,28791000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/,,1
NVIDIA,NVDA,2020Q4,2021-01-31,분기말 부채총계,11898000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/,,1
NVIDIA,NVDA,2020Q4,2021-01-31,분기말 총자본(자기자본),16893000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2020Q4,2021-01-31,분기말 지배지분 자본,16893000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/,,1
NVIDIA,NVDA,2020Q4,2021-01-29,분기말 종가,519.59,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2021-01-29),분할조정 종가 12.9897 × 이후 분할계수 40,1
NVIDIA,NVDA,2020Q4,2021-02-19,분기말 상장주식수,620000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2020Q4,2021-01-29,분기말 시가총액,322145800000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2021-01-29) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/,종가 519.59 × 주식수 620000000,1
NVIDIA,NVDA,2021Q1,2021-05-02,분기별 매출액,5661000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,,1
NVIDIA,NVDA,2021Q1,2021-05-02,분기별 영업이익,1956000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,,1
NVIDIA,NVDA,2021Q1,2021-05-02,분기별 당기순이익(지배),1912000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,,1
NVIDIA,NVDA,2021Q1,2021-05-02,분기별 영업활동현금흐름,1874000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,,1
NVIDIA,NVDA,2021Q1,2021-05-02,분기말 자산총계,30796000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,,1
NVIDIA,NVDA,2021Q1,2021-05-02,분기말 부채총계,12022000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,,1
NVIDIA,NVDA,2021Q1,2021-05-02,분기말 총자본(자기자본),18774000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2021Q1,2021-05-02,분기말 지배지분 자본,18774000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,,1
NVIDIA,NVDA,2021Q1,2021-04-30,분기말 종가,600.38,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2021-04-30),분할조정 종가 15.0095 × 이후 분할계수 40,1
NVIDIA,NVDA,2021Q1,2021-05-21,분기말 상장주식수,623000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2021Q1,2021-04-30,분기말 시가총액,374036740000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2021-04-30) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,종가 600.38 × 주식수 623000000,1
NVIDIA,NVDA,2021Q2,2021-08-01,분기별 매출액,6507000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,,1
NVIDIA,NVDA,2021Q2,2021-08-01,분기별 영업이익,2444000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,,1
NVIDIA,NVDA,2021Q2,2021-08-01,분기별 당기순이익(지배),2374000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,,1
NVIDIA,NVDA,2021Q2,2021-08-01,분기별 영업활동현금흐름,2682000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/,누적 4556000000 − 직전누적 1874000000 (시작 2021-02-01),1
NVIDIA,NVDA,2021Q2,2021-08-01,분기말 자산총계,38650000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,,1
NVIDIA,NVDA,2021Q2,2021-08-01,분기말 부채총계,17503000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,,1
NVIDIA,NVDA,2021Q2,2021-08-01,분기말 총자본(자기자본),21147000000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2021Q2,2021-08-01,분기말 지배지분 자본,21147000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,,1
NVIDIA,NVDA,2021Q2,2021-07-30,분기말 종가,194.99,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2021-07-30),분할조정 종가 19.499 × 이후 분할계수 10,1
NVIDIA,NVDA,2021Q2,2021-08-13,분기말 상장주식수,2500000000,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2021Q2,2021-07-30,분기말 시가총액,487475000000,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2021-07-30) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,종가 194.99 × 주식수 2500000000,1
NVIDIA,NVDA,2021Q3,2021-10-31,분기별 매출액,7103000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000163/,,1
NVIDIA,NVDA,2021Q3,2021-10-31,분기별 영업이익,2671000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000163/,,1
NVIDIA,NVDA,2021Q3,2021-10-31,분기별 당기순이익(지배),2464000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000163/,,1
NVIDIA,NVDA,2021Q3,2021-10-31,분기별 영업활동현금흐름,1519000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581021000163/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/,누적 6075000000 − 직전누적 4556000000 (시작 2021-02-01),1
NVIDIA,NVDA,2021Q3,2021-10-31,분기말 자산총계,40632000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000163/,,1
